RAZAO;INFORMAL;RAMOATIVID;TIPOEMP;UNIDADE;TEL1;TELC2;FAX;NCHECKOUT;ENDEMP;BAIRROEMP;CEP;CIDADEEMP;UFEMP;Origem 
Supermercado Machado Ltda;SUPERMERCADO MACHADO;Varejo Alimenticio;Matriz;;19  3229-2192;;19;3;R Daltair Paulino, 228;Jd Sao Jose;13051144;Campinas;SP;MKR
Sampec Tecnologia de Soldagem;SAMPEC;Industria Outros;Matriz;;19-3267-4924;;;0;Av Anton Von Zuben, 3089;Jd Sao Jose;13051-145;Campinas;SP;MKR
Mercearia Nova America Ltda;MERCEARIA NOVA AMERICA;Varejo Alimenticio;Matriz;;19 3225-5158;;;0;R Antonio Fidelis, 282;Jd Nova America;13053-220;Campinas;SP;MKR
Aval Ind. e Com. de Borrachas Ltda;AVAL;Industria Outros;Matriz;;19-3225-6898;;19-3225-6898;0;Rod Santos Dumont - Km 72 - Av Marg, 1320;;13053-650;Campinas;SP;MKR
Restaurante Campo Grande de Campinas Ltda;CAMPO GRANDE;Varejo Outros;Matriz;;19-3261-3247;;;0;R. Manoel M. Pereira, 82;Pq Valenca;13058-500;Campinas;SP;MKR
Habibs Fast Food;HABIBS CAMPINAS III JONH BOYD DUNLU;Varejo Alimenticio;Filial;;19  3269-6188;;19  3268-4033;0;R Oswaldo Oscar Barthelson, 1057;Jd Londres;13060-080;Campinas;SP;MKR
Supermercado Guarani Ltda;SUPERMERCADO GUARANI;Varejo Alimenticio;Matriz;;19  3242-5414;;19;0;R Sar Joao Batista Sarubbi, 96;Jd Eulina;13063340;Campinas;SP;MKR
Servico Social do Comercio;SESC CAMPINAS;Prestação Serviços Clubes;Matriz;Campinas;19  3737-1515;;19;0;R Dom Jose I, 270;Bonfim;13070-410;Campinas;SP;MKR
Supermercado Ven Ka Ltda;SM VEN KA;Varejo Alimenticio;Filial;15;19-3241-3577;;19-3241-3577;5;R Eleoterio Rodrigues, 735;Vl Nova;13073-680;Campinas;SP;MKR
Casa Forato Ltda;CASA DO CHURRASCO;Varejo Alimenticio;Matriz;;19-3243-0798;;;0;Av Mons Jeronimo Baggio, 238;Jd Nsra Auxiliadora;13075-350;Campinas;SP;MKR
Medley S/A Industria Farmaceutica;MEDLEY;Industria Outros;Matriz;;19-3708-8222/8213;;;0;R Macedo Costa, 55;Jd Sta Genebra;13080-180;Campinas;SP;MKR
Sonae Distribuicao Brasil S/A;BIG CAMPINAS JD SANTA GENEBRA;Varejo Alimenticio;Filial;087;19  3756-9700;;;0;Av Projetada Leste, 500 Lj A004;Jd Sta Genebra;13080-290;Campinas;SP;MKR
Atacadao Distrib Com E Ind Ltda;SM ATACADAO;Atacado Outros;Matriz;1;19-3716-8444;19-3716-8444;;0;Rod Dom  Pedro  1 KM 139,9;Sta Genilsa;13080-395;SÒo Paulo;SP;MKR
Grupo Fartura de Hortifruti;REDE OBA HORTIFRUTI;Varejo Outros;Matriz;;19- 3716 8400;;;0;Rod. Don Pedro I , Box 3,  41,41 A 44 GP4 - CEASA;BarÒo Geraldo;13082-902;Campinas;SP;MKR
Grupo Fartura de Hortifruti Ltda;REDE OBA DE HORTIFRUTI;Varejo Alimenticio;Filial;;19-3716-8400;;19-3716-8400;0;Rod Dom Pedro I - Km 109- Ceasa - Galp 4 - Box 41/44;Barao Geraldo;13083-000;Campinas;SP;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR - BARAO GERALDO;Varejo Alimenticio;Filial;1293;19 3289-0039;;;0;Av Albino Jose Barbosa de Oliveira, 1340;Barao Geraldo;13085-510;Campinas;SP;MKR
Duarte e Cappi Cia Ltda;SM DUARTE;Varejo Alimenticio;Matriz;;19-3207-2341;;19-3207-2341;5;Av Carlos Grimaldi, 677;Jd Conceicao;13091-000;Campinas;SP;MKR
Habibs Fast Food;HABIBS CAMPINAS II - NORTE SUL;Varejo Alimenticio;Filial;;19  3255-0404;;19   3255-0404;0;Av Jose de Souza Campos, 1104;Cambui;13092-020;Campinas;SP;MKR
Suepermercado Galassi Ltda;SM GALASSI;Atacado Outros;Matriz;01;19-3276-5461;19-3276-2613;19-3276-2613;10;Av. Engenheiro Antonio Francisco de Paula Souza,3471;Jd. Sao Vicente;13095-137;Campinas;SP;MKR
Supermercado Galassi Ltda;SM GALASSI;Atacado Outros;Matriz;1;19-3276-5461;19-3276-2613;1-3276-2613;8;Av. Engenheiro Antonio Francisco de Paula Souza,3471;Jd. Sao Vicente;13095-137;Campinas;SP;MKR
Jose Vitalino de Souza;JOSE VITALINO;Representante PDV+;Matriz;;19-9732-2492;;;0;R Amabilio Betim, 48;Jd Estoril;13100-000;Campinas;SP;MKR
Novis Materiais para Construcao Ltda;NOVIS;Varejo Outros;Matriz;;19-3258-1074;;19-3258-1074;0;Av Antonio Carlos Couto de Barros, 2126;Jd Conceicao;13105-000;Campinas;SP;MKR
Supermercados Remaro Ltda;SM REMARO;Varejo Alimenticio;Matriz;;19   3872-3395;;;0;R Willian Neumann, 360;Vl Nova;13150000;Cosmopolis;SP;MKR
Claudinei Luis Simone;SUPER COSMO;Varejo Alimenticio;Matriz;;19-3872-4839;;19-3872-4839;3;R Monte Castelo, 1150;Jd Sta Rosa;13150-000;Cosmopolis;SP;MKR
Enxuto Supermercados Ltda;ENXUTO COMERCIAL;Varejo Alimenticio;Filial;Escritorio;19-3872-2001;19-3872-2001;19-3872-3025/1154;0;R Otto Herbst, 719;Vl Kalill Aun;13150-000;Cosmopolis;SP;MKR
Bom Hortifruti Ltda;BOM HORTIFRUTI;Varejo Alimenticio;Matriz;;19   3877-5399;;19;0;R Mal Floriano Peixoto,1050;Centro;13160000;Arthur Nogueira;SP;MKR
Supermercado Sao Pedro Ltda;SUPERMERCADO SAO PEDRO;Varejo Alimenticio;Matriz;;19 3857-9279;;;3;R Antonio Alves Cavalheir, 646;Centro;13165000;Eng Coelho;SP;MKR
HG Toldos Luminosos e Cob. Santos Ltda;HG TOLDOS;Industria Outros;Matriz;;19-3873-5192;;19-3873-5192;0;R Angelo Hungaro, 1192;Pq Casarao;13171-691;Sumare;SP;MKR
Peralta Comercio e Industria Ltda;SM PAULISTAO;Atacado Alimentos;Matriz;;19-3883-8600;;;0;Av. Eugenia Bianca Lana Duarte, 501;Jd Primavera;13173-050;Sumare;SP;MKR
Pastificio Selmi S/A;SELMI;Industria Alimentícia;Matriz;;19-3873-8400;;19-3873-8402;0;Rod Virginia Viel Dall Orto  Km 1,9;Sao Francisco;13175-586;Sumare;SP;MKR
Comercial Falcari Ltda;SUPERMERCADO FALCARI;Varejo Alimenticio;Matriz;;19-3854-5339;;19-3854-5339;3;R Vicente Teixeira de Souza, 195;Jd Danubio Azul;13181-314;Sumare;SP;MKR
J R Fratoni Ltda;SM UNIAO;Varejo Alimenticio;Filial;Loja 4;19-3897-2311;;19-3864-0840;6;R Rodrigo Ramos Ayala, 215;Jd Denadai;13181-390;Sumare;SP;MKR
Supermercado Vavato Ltda;SUPERMERCADO VAVATO;Varejo Alimenticio;Matriz;;19  3865-3200;;19;250;R Lucivan Caetano Oliveira, 261;Jd Nsra Auxiliadora;13183531;Hortolandia;SP;MKR
Paulistao - Hortolandia;PERALTA;Varejo Alimenticio;Filial;Hortolandia;19   3865-4563;;;0;R Luis Camilo de Camargo, 332;Remanso Campineiro;13184-420;Hortolandia;SP;MKR
Supermercado Limastoni Ltda;SM UNIAO;Varejo Alimenticio;Filial;Loja 2;19-3887-3186;;19-3887-3186;8;Av Olivio Franceschini, 35;Jd Sta Amelia;13186-033;Hortolandia;SP;MKR
Serve Natus Centro de Alimentos Naturais Ltda;SERVWE NATUS;Industria Alimentícia;Matriz;;19-3887-5500;;;0;Av das Melissas, 613;Jd Boa Vista;13187-040;Hortolandia;SP;MKR
Supermercado Pena Branca Ltda;SUPERMERCADO PENA BRANCA;Varejo Alimenticio;Matriz;;19  3897-2823;;19;0;R Clarice Lispector, 399;Jd Amanda;13188021;Hortolandia;SP;MKR
Supermercado Serve Bem Hortolandia Ltda;SERVE BEM HORTOLANDIA;Varejo Alimenticio;Matriz;;19-3865-1420;;;7;Av Brasil, 1419;Jd Amanda;13188-252;Hortolandia;SP;MKR
Comercial Marini Produtos Alimenticios Ltda;SUPERMERCADO MARINI;Varejo Alimenticio;Matriz;;19-3879-1746;;19-3879-6090;4;Av Janio Quadros, 176;Vl Sao Dimas;13190-000;Monte Mor;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;41;19-3670-2296;;;0;Av Ayrton Senna da Silva, 1444;Centro;13190-000;Monte Mor;SP;MKR
Mogivet;;Prestação Serviços Outros;Matriz;;19-3879-7400;;19-3879-7401;0;Rod Conego Cypriano S Pires, 421;;13190-000;Mont Mor;SP;MKR
Supermercado Paulista Ltda;SUPERMERCADO PAULISTA;Varejo Alimenticio;Matriz;;19  3879--2726;;19;0;R Dr Mansur Assis, 22;Centro;13190-000;Monte Mor;SP;MKR
CBA Com. Import. e Export. Ltda;CBA;Varejo Outros;Matriz;Jundiai;11-4536-1100;;11-4536-1110;0;Rod Anhanguera, km 51 + 360 metros;Terra Nova;13200-970;Jundiai;SP;MKR
Corn Products Brasil Ingredientes Indl Ltda;CORN PRODUCTS;Industria Alimentícia;Filial;;11-4585-4000;;11-4585-4000;0;R Andre Costa, 400;Engordadouro;13201-000;Jundiai;SP;MKR
Industria e Comercio Balas Vienense Ltda;VIENENSE;Industria Alimentícia;Matriz;;11-4521-6936;;11-4521-6936;0;R Fiori Dellanina, 70;Vl Municipal;13201-180;Jundiai;SP;MKR
Ferraspari S/A Ind. Com. de Bebidas;FERRASPARI;Industria Outros;Matriz;;11-4587-2315;;11-4587-2315;45;Av Dr Cavalcante, 137;Vl Arens;13201-500;Jundiai;SP;MKR
Irmaos Russi Ltda;RUSSI;Varejo Alimenticio;Matriz;10;11-4587-7538;;11-4587-7538;0;Trav da R Br do Rio Branco, ao lado do 137;Vl Sta Rosa;13201-670;Jundiai;SP;MKR
Brasmolde - Moll Plasticos Ltda;BRASMOLDE;Industria Outros;Matriz;;11-4582-3322;;11-4582-6786;0;Av Antonio Frederico Ozanan, 10750;Distrito Industrial;13201-973;Jundiai;SP;MKR
Sole Mio Produtos Alimenticios ltda;SOLE MIO;Industria Alimentícia;Matriz;;11-4525-0381;;11-4525-0381;0;Av Guilherme Porcari, 2408;Medeiros;13201-973;Jundiai;SP;MKR
Mercantil Jundiaiense Ltda;MERCANTIL JUNDIAIENSE;Varejo Alimenticio;Matriz;;4526-2421;;;0;R Cuiaba, 210;Agapeama;13203-060;Jundiai;SP;MKR
Econ Distribuiþao S/A;ECON;Atacado Outros;Matriz;01;11-2136-1000;;;0;Rod. Anhanguera,km 51 s/n Galpao C;Terra Nova;13205-700;Jundiai;SP;MKR
Frigor Hans Industria e Comercio de Carnes Ltda;FRIGOR HANS;Industria Alimentícia;Matriz;;11-4585-5000;;11-4585-5049;0;Av das Industrias, 555 CP 2136;Distrito Industrial;13208-990;Jundiai;SP;MKR
Irmaos Russi Ltda;RUSSI;Varejo Alimenticio;Filial;08;11-4521-8801;;11-4521-8801;14;R do Retiro, 925;Anhangabau;13209-000;Jundiai;SP;MKR
RC Supermercados Ltda;RC SUPERMERCADOS;Varejo Alimenticio;Matriz;;4581-2908;;;0;R Amelia Latorre, 365;Vl Nova Esperia;13211000;Jundiai;SP;MKR
Irmaos Boa Ltda;SM BOA;Varejo Alimenticio;Filial;;4582 - 6731;;4582 - 6731;0;Via Anhanguera, 50;Retiro;13211-090;Jundiai;SP;MKR
Vinagre Castelo Ltda;VINAGRE CASTELO;Industria Alimentícia;Matriz;;11-4589-7088;;11-4589-7075;0;Via Anhanguera, Km 61;Retiro;13211-478;Sao Paulo;SP;MKR
Cooperativa de Consumo Coopercica;COOPERCICA;Varejo Alimenticio;Filial;02;11-4582-3048;;11-4582-3048;14;R Romeu Seckler Machado, 105;Pq Eloy Chaves;13212-211;Jundiai;SP;MKR
Grupo Itautec Philco Abiboard S/A;ITAUTEC PHILCO;Industria Outros;Filial;;4585-3000;;;0;R Wilhelm Winter, 301/345;Distrito Industrial;13213-000;Jundiai;SP;MKR
Cooperativa de Consumo Coopercica;COOPERCICA;Varejo Alimenticio;Filial;03;11-4586-3988;;11-4586-3988;24;Av Antonio Frederico Ozanan, 6001;Vl Rio Branco;13214-000;Jundiai;SP;MKR
Mundial Comercio e Atacado Ltda EPP;MUNDIAL;Varejo Alimenticio;Matriz;;4582-1296;;;0;R Ernesta Lorencini de Moraes, 244;Jd Sao Vicente;13214-693;Jundiai;SP;MKR
C & C Casa & Construcao Ltda;C & C;Varejo Outros;Filial;Jundiai;11-4586-7700;;;0;Av Antonio Frederico Ozanan, 4880;Jd Liberdade;13215-011;Sao Paulo;SP;MKR
Kraft Foods Brasil S/A;KRAFT FOODS BRASIL;Industria Alimentícia;Filial;;11-4583-2000;;11-4583-2124;0;Av Antonio Frederico Ozanan, 4501;Vl Liberdade;13215-011;Jundiai;SP;MKR
Churrasquinho Jundiai Ltda;JUNDIAI;Varejo Alimenticio;Matriz;;4584-1337;;;0;Av Cmte Antonio Borin, 1701;Jd Rosaura;13218-561;Jundiai;SP;MKR
Viti Vinicola Cereser Ltda;CERESER;Industria Outros;Matriz;;11-4585-4900;;11-4585-4900;0;Av Humberto Cereser, 3170;Caxambu;13218-660;Jundiai;SP;MKR
Nutress Fornec. Prod. Alimenticios Ltda ME;NUTRESS;Industria Alimentícia;Matriz;;11-4584-8497;;11-4584-8497;0;Av Narciso Marquesin, 96;Caxambu;13218-710;Jundiai;SP;MKR
Vulcabras Nordeste S/A;VULCABRAS;Industria Outros;Matriz;;11-4532-1000;;11-4532-1001;0;Av Antonio Frederico Ozanan, 1440;Grama;13219-001;Jundiai;SP;MKR
JR Dematei Comercio e Repres. Ltda.;JR DEMATEI;Varejo Alimenticio;Matriz;;11-4606-1044;;11-4606-1044;0;Av Macauba, 780;Varzea Paulista;13220-000;Sao Paulo;SP;MKR
Vinabom Ind e Com de Vinagres Ltda;VINABOM;Industria Alimentícia;Matriz;;11-4595-4698;;11-4606-5520;0;R Manoel Dias Ruivo, 729;Ponte Seca;13223-010;Varzea Paulista;SP;MKR
Nectar Brix Ind. e Com. de Sucos Ltda;NECTAR;Industria Outros;Matriz;;11-4038-0689;;11-4036-0696;0;Av da Integracao, 1140;Centro;13233-000;Campo Limpo Paulista;SP;MKR
Beiersdorf Ind. e Com. Ltda;BEIERSDORF - BRAZIL;Industria Outros;Matriz;;11-4534-7768;;11-4534-7703;0;Estr Municipal Benedito Antonio Regagnin, 1470;Jd dos Pintos;13250-000;Itatiba;SP;MKR
F Baptistella & Cia Ltda;BAPTISTELLA ALIMENTOS;Industria Alimentícia;Matriz;;11-4538-0630;;11-4538-0630;0;R Jundiai, 947;Engenho;13250-200;Itatiba;SP;MKR
Valeo Sistemas Automotivos Ltda;VALEO;Industria Outros;Matriz;;4534 - 8251;;;0;Rod Itatiba Braganþa Paulista , Km 5;Ponte Nova;13252-904;Itatiba;SP;MKR
O Mundo das Cestas Produtos Alim. Ltda.;O MUNDO DAS CESTAS;Industria Alimentícia;Matriz;;11-4524-4755;;11-4538-4755;0;R Antonio G de Camargo, 630;Jd de Lucca;13255-180;Itatiba;SP;MKR
Laticineo Atilatte Ltda;ATILATTE;Industria Outros;Matriz;;11-4538-0107;;11-4594-8436;0;Caixa Postal 68;Jd dos Lopes;13256-970;Itatiba;SP;MKR
Cury & Cury Ltda;CIA DAS ERVAS;Industria Alimentícia;Matriz;;11-4014-7521;;11-4014-7521;50;R Felizardo Assis, 260;Vl Mariana;13260-000;Morungaba;SP;MKR
Supermercado Cacula Ltda;SUPERMERCADO CACULA;Varejo Alimenticio;Matriz;;4014-7488;;4014-7022;3;Pca Joao Pessoa, 94;Centro;13260-000;Morungaba;SP;MKR
Ativus Farmaceutica Ltda.;ATIVUS;Industria Outros;Matriz;;19-3849-8600;;19-3849-8686;0;R Mecia, 2050;Sao Pedro;13270-000;Sao Paulo;SP;MKR
Supermercado Ven Ka Ltda;SM VEN KA;Varejo Alimenticio;Filial;16;19-3869-8222;;19-3869-7177;9;Av Gessy Lever, 25;Lanheiro;13270-000;Valinhos;SP;MKR
Mercadinho Lorena Valinhos Ltda;M LORENA  VALINHOS;Atacado Outros;Matriz;Jd Lorena Valinhos;11;;;0;Rua Maria B Pedroso, 09;Jd Lorena Valinhos;13273-609;Vinhedo;SP;MKR
Ind de Massas Alimentos DE Ltda;DE;Industria Alimentícia;Matriz;;19-3869-3655;;19-3869-1823;0;R Alexandre H Moleta, 782;Jd Pinheiros;13274-340;Valinhos;SP;MKR
Frigorifico Vinhedense;FRANGO AMARELINHO;Industria da Carne;Matriz;;19-3876-8600;;19-3876-3541;0;R Joana Fabri Thome, 466;Vl Sta Claudina;13280-000;Vinhedo;SP;MKR
Mabazi Mat de Construcao;MATERIAIS CE CONSTRUCAO MABAZI;Prestação Serviços Construtora;Matriz;Jd Corazzare;19 3876-9900;;;0;Av. Antonio Barbosa, 575;Jd Corazzare;13280-000;Vinhedo;SP;MKR
Mini Mercado Universal Ltda.;SM CAPELA;Varejo Alimenticio;Matriz;;19-3886-8482;;19-3886-8482;3;R Celio Jose da Cruz, 107;Capela;13280-000;Vinhedo;SP;MKR
Omamori Ind de Alimentos Ltda;FRIGORIFICO CERATTI;Industria da Carne;Filial;;19 - 3876-0020;;;0;Rod Vinhedo Viracopos, Km 79,5;Moinho;13280-000;Vinhedo;SP;MKR
Perfetti Van Melle Brasil Ltda;VAN MELLE;Industria Alimentícia;Matriz;;19-3876-7800;;19-3876-7844;0;R Parsh, 100;Distrito Industrial;13280-000;Vinhedo;SP;MKR
Stratos Ind e Com de Produtos Quim Ltda;STRATOS;Industria Outros;Matriz;;19  3876-3370;;19;0;R Sao Tome, 222;Jd Sao Mateus;13280-000;Vinhedo;SP;MKR
Braspet Ind. Com. de Embl. Plasticas Ltda;BRASPET;Industria Outros;Matriz;;19-3878-9000;;19-3878-9051;0;R Francisco Pereira Dutra, 2010;Estiva;13290-000;Louveira;SP;MKR
BBC Industria e Comercio Ltda;BBC;Industria Outros;Matriz;;11-4591-1136;;11-4591-1422;0;Estr da Mina, 2001;Jd Papeli;13295-000;Itupeva;SP;MKR
CPQ Brasil S/A;CASA DO PAO DE QUEIJO;Industria Alimentícia;Matriz;;11-4591-0600;;11-4591-0606;0;Rod Akzo Nobel, 2250;Sao Roque;13295-000;Itupeva;SP;MKR
Deposito de Material p/ Construcao Codarin;CODARIN;Varejo Outros;Matriz;;4591-1185;;;0;R Emancipadores do Municipo, 171;Centro;13295-000;Itupeva;SP;MKR
Carrefour Comercio e Industria Ltda;CHAMPION;Varejo Alimenticio;Filial;Itu;11-4013-3222;;11-4022-6939;15;Av Dr Otaviano Pereira Mendes, s/n;Jd Coraza;13300-000;Itu;SP;MKR
Metalurgica Fuji Ltda;METAL?RGICA FUJI;Industria Outros;Matriz;;19 3834-4233;;;0;R Hum, 609;Distrito Ind Joao Narezzi;13300-000;Indaiatuba;SP;MKR
Supermercado Ven Ka Ltda;SM VEN KA;Varejo Alimenticio;Filial;06;11-4022-0627;;11-4022-1835;6;R 7 de Setembro, 283;Centro;13300-000;Itu;SP;MKR
Supermercado continental;SM CONTINENTAL;Atacado Alimentos;Matriz;1;011-4019-7545;11-4019-7545;011-4019-7547;0;R.joaquim delfino da silva,10  / jd.europa;Cidade nova;13301-000;Itu;SP;MKR
Chimini Cia Ltda;SM S?O CAMILO;Varejo Alimenticio;Matriz;;11-4023-1867;;11-4023-1867;4;R Dr Oscavo Paula e Silva, 85;Jd Helio Batista;13301-230;Itu;SP;MKR
Supermercado Alvorada de Itu Ltda;SM ALVORADA;Varejo Alimenticio;Filial;;4024-4761;;;4;R Adelio Pazinato, 251;Jd Aeroporto;13304670;Itu;SP;MKR
Comercial de Alimentos Arruda Campos Itu Ltda;SUPERMERCADO ALVORADA;Varejo Alimenticio;Filial;;11-4024-0183;;11-4024-0183;4;Pca Segundo Ferreti, 28;Rancho Grande;13306-169;Itu;SP;MKR
Comercial de Alimentos Acac de Itu Ltda;COMERCIAL DE ALIMENTOS;Atacado Alimentos;Matriz;01;11-40133469;;;0;Av Caetano Rogiere,4001;Crus das Almas;13310-608;Itu;SP;MKR
Ag Santos Kordoutis;SM SAFRA;Atacado Outros;Matriz;1;11-4409-1003;;;0;Rua Alberto Peratello,739;Jacare;13318-000;Sao Paulo;SP;MKR
Georgios  Kordontis Ltda;SM SAFRA;Atacado Outros;Filial;01;11-4409-1399;;;0;Rua Maranhao,1180;Jaracare;13318-000;Cabreuva;SP;MKR
Georgios Kordoutis EPP;SM SAFRA III;Varejo Alimenticio;Filial;;11-4529-5950;;11-4409-1008;10;R Maranhao, 1180;Jacare;13318-000;Cabreuva;SP;MKR
Osias de Oliveira Lima ME;SM BOMBOM;Varejo Alimenticio;Filial;;4028-2308;;;0;R Campinas, 697;Jd Marilia;13320000;Salto;SP;MKR
L. Kordoutis;SM SAFRA IV;Varejo Alimenticio;Matriz;;11-4029-7000;;11-4029-7000;10;Av dos Trabalhadores, 1506;Jd Marilia;13320-000;Salto;SP;MKR
Takashi Motozano Me;MERCEARIA TAKASHI;Varejo Alimenticio;Matriz;;11-4028-4042;;;1;R Rui Barbosa, 1255;Vl Teixeira;13320-000;Salto;SP;MKR
Supermercado Panela Cheia Ltda;SUPERMERCADO PANELA CHEIA;Varejo Alimenticio;Matriz;;4029-6614;;;0;R Floriano Peixoto, 2888;Centro;13322150;Salto;SP;MKR
L kordoutis Ltda;SM SAFRA;Atacado Alimentos;Filial;03;11-40297000;;;0;Av Dos Trabalhadores ,1506;Buru;13323-000;Salto;SP;MKR
Crista Industria e Comercio Ltda;CRISTA;Industria Alimentícia;Matriz;;19-3875-8673;;19-3875-6570;0;Rod Santos Dumont - Km 52,06;Distrito Industrial;13330-000;Indaiatuba;SP;MKR
Intralox Brasil Ltda;INTRALOX;Industria Outros;Matriz;;19 3885-0199;;19 3885-0154;0;R 1, 61;Distrito Industrial Joao;13330-000;Indaiatuba;SP;MKR
Tupre Usinagem de Precisao Ltda;TUPRE;Industria Outros;Matriz;;19  3875-2465;;;0;R Um, 121;Distrito Ind Joao Narezzi;13330-000;Indaiatuba;SP;MKR
Unilever Brasil Ltda;UNILEVER;Industria Outros;Matriz;;19   3894-9500;;19   3875-2259;0;Marginal  Norte Rod SP 75, Km 52,7 CP 215;Pimenta;13330-000;Indaiatuba;SP;MKR
Cato Antoniale & Cia Ltda;SM CATO;Varejo Alimenticio;Filial;;19-3834-3518;;19-3875-5307;5;Av Pres Kennedy, 1241;Cid Nova;13334-170;Indaiatuba;SP;MKR
Mini Mercado Zenker Ltda ME;MERCADINHO TAKASHI;Varejo Alimenticio;Matriz;;02119 3834-6370;;;1;R Luiz Quintino, 396;Pq Sao Lourenco;13338580;Indaiatuba;SP;MKR
Lumax Supermercados Ltda;LUMAX;Varejo Alimenticio;Filial;3;19-3801-2829;;;5;R dos Indaias, 918;Vl Brizola;13344-000;Indaiatuba;SP;MKR
Sumerbol Supermercados Ltda;SUMERBOL;Varejo Alimenticio;Filial;;019-3875-5554;;;0;R. josÚ da silva maciel , 81;Jd morada do sol;13346-410;Indaiatuba;SP;MKR
Adorella Alimentos Ltda;ADORELLA;Industria Alimentícia;Matriz;;19-3894-6327;;19-3894-6327;0;R Sol Antonio Lopes Pereira, 308;Rec Campestre Joia;13346-610;Indaiatuba;SP;MKR
Camp Plast Fabric. Artef. Plasticos Ltda;CAMP PLAST;Industria Outros;Matriz;;19-3835-1759;;19-3835-1759;0;R Sol Antonio Lopes Pereira, 192;Rec Campestre;13346-610;Indaiatuba;SP;MKR
NGS Ind·stria Metalurgica Ltda;NGS;Industria Outros;Matriz;;19 3875-4141;;;0;R Sol Antonio Lopes Pereira, 220;Rec Camp Joia;13346-610;Indaiatuba;SP;MKR
Looking Acessorios para Maquinas de Papel Ltda;LOOKING;Industria Outros;Matriz;;19-3894-3933;;;0;R Um, 900;Distrito Ind Joao Narezzi;13347-402;Indaiatuba;SP;MKR
Lumax Supermercados Ltda;LUMAX;Varejo Alimenticio;Filial;2;19-3834-3512;;;10;R Joao Martini, 1791;Jd Morada do Sol;13348-350;Indaiatuba;SP;MKR
Sonia Maria Gregorio Abrantes Me;SM SAO MARCOS;Atacado Alimentos;Matriz;;19-3935-8677;;;0;R Oscar Ribeira, 873;Jd Morada do Sol;13348-410;Indaiatuba;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;66;19-3492-4040;;;0;R Sinhorinha Frota, s/n;Centro;13360-000;Capivari;SP;MKR
Cosan S/A Industria e Comercio;COSAN;Industria Alimentícia;Filial;;19-3426-4811;;19-3426-4835;0;Rod Cornelio Pires, Km 7,5, s/n CP 21;Campestre;13390-000;Rio das Pedras;SP;MKR
Industria Brasileira de Cacau;IBC;Industria Alimentícia;Matriz;;19-3493-2858;;;0;R Cristina Taranto Paris, 900;Bom Retiro;13390-000;Rio das Pedras;SP;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR-PIRACICABA-CATEDRAL;Varejo Alimenticio;Filial;0019;19 3422-4686;;;0;Pca Catedral, 1061;Centro;13400-150;Piracicaba;SP;MKR
Supermercado Graciani Ltda;SM BEIRA RIO;Varejo Alimenticio;Filial;01;19  3432-2833;;19  3422-0043;10;R Benjamin Constant, 3330;Paulista;13401050;Piracicaba;SP;MKR
Super Varejao Hort Vila ME;SM HORT;Atacado Outros;Matriz;01;11-;;;0;Av Dona M? Francisca ,195;Vila  Rezende;13405-140;Piracicaba;SP;MKR
Supermercado Hortela Ltda;SM HORTELA;Varejo Alimenticio;Matriz;;19  3421-7373;;19;4;R Manoel Conceicao, 2045;Vl Rezende;13405-364;Piracicaba;SP;MKR
Supermercado Tuti Fruti Ltda;SM TUTIFRUTI;Varejo Alimenticio;Matriz;;19  3425-1066;;19;6;R Corcovado, 1487;Jd Maria Claudia;13408172;Piracicaba;SP;MKR
Ottani Industria e Comercio Ltda;OTTANI;Industria Outros;Matriz;;19-3421-5602;;19-3421-3406;0;R Atilio Cesta, 1152;Santa Rosa;13414-132;Piracicaba;SP;MKR
Supermercados Jau Serve Ltda;REDE JAU SERVE;Varejo Alimenticio;Filial;25;19-3434-8488;;19-3434-8488;6;R Josue Rodrigues Ferreira, 537;Sao Dimas;13416-040;Piracicaba;SP;MKR
Dicico Home Center da Construcao;DICICO;Varejo Outros;Filial;Piracicaba;19-3413-6613;;;0;Av Limeira, 722;Vl Areao;13418-018;Piracicaba;SP;MKR
Sonae Distribuicao Brasil S/A;BIG PIRACICABA;Varejo Alimenticio;Filial;166;19  3432-1146;;;0;Av 31 de Marco, 300;Pauliceia;13419-065;Piracicaba;SP;MKR
Polizer Companhia Ltda;SUPERMERCADO POLIBOM;Varejo Alimenticio;Matriz;;19  3426-4401;;19;0;Av Pompeia, 635;Vl Prudente;13420-570;Piracicaba;SP;MKR
Supermercado Delta Max Ltda;SM DELTA MAX;Varejo Alimenticio;Filial;;19-3424-4323;;19-3424-4323;7;Av Lourenco Filho, 43;Cecap;13421-600;Piracicaba;SP;MKR
Cafe Morro Grande Torrefacoes Noivacolinenses Ltda;CAFE MORRO GRANDE;Industria Alimentícia;Matriz;;19-3424-1666;;19-3424-3419;0;R Jose Coelho Prates Jr, 250;Distrito Industrial;13422-020;Piracicaba;SP;MKR
Comercial Fratoni Ltda;SM UNIAO;Varejo Alimenticio;Filial;Loja 5;19-3455-4207;;19-3455-4207;8;R Tamoios, 609;Jd Sao Francisco;13450-000;Sta Barbara do Oeste;SP;MKR
